week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,weekly_views
2023-10-22,tv (non-english),10,creature,Creature: Limited Series,8500000,1400000.0
2023-10-15,films (english),1,reptile,,32300000,14200000.0
2023-10-15,films (english),2,fair play,,26900000,14000000.0
2023-10-15,films (english),3,gemini man,,10300000,5300000.0
2023-10-15,films (english),4,american made,,9300000,4900000.0
2023-10-15,films (english),5,mean girls,,6300000,3900000.0
2023-10-15,films (english),6,ma,,5800000,3500000.0
2023-10-15,films (english),7,casper,,5400000,3200000.0
2023-10-15,films (english),8,tysons run,,5400000,3100000.0
2023-10-15,films (english),9,the lost city,,5800000,3100000.0
2023-10-15,films (english),10,get out,,5300000,3100000.0
2023-10-15,films (non-english),1,ballerina,,23100000,14700000.0
2023-10-15,films (non-english),2,nowhere,,23900000,13200000.0
2023-10-15,films (non-english),3,the conference,,12700000,7600000.0
2023-10-15,films (non-english),4,forgotten love,,15800000,6800000.0
2023-10-15,films (non-english),5,omg 2,,11500000,4500000.0
2023-10-15,films (non-english),6,khufiya,,8700000,3300000.0
2023-10-15,films (non-english),7,a deadly invitation,,4100000,2600000.0
2023-10-15,films (non-english),8,ìjgbn,,4200000,2200000.0
2023-10-15,films (non-english),9,overhaul,,2900000,1700000.0
2023-10-15,films (non-english),10,keys to the heart,,2700000,1600000.0
2023-10-15,tv (english),1,beckham,Beckham: Limited Series,54900000,11600000.0
2023-10-15,tv (english),2,the fall of the house of usher,The Fall of the House of Usher: Limited Series,51900000,6300000.0
2023-10-15,tv (english),3,sex education,Sex Education: Season 4,32700000,4000000.0
2023-10-15,tv (english),4,big vape the rise and fall of juul,Big Vape: The Rise and Fall of Juul: Limited Series,9700000,3100000.0
2023-10-15,tv (english),5,love is blind,Love Is Blind: Season 5,27900000,2600000.0
2023-10-15,tv (english),6,one piece,ONE PIECE: Season 1,14300000,1900000.0
2023-10-15,tv (english),7,cocomelon,CoComelon: Season 8,1500000,1400000.0
2023-10-15,tv (english),8,virgin river,Virgin River: Season 5,10700000,1400000.0
2023-10-15,tv (english),9,everything now,Everything Now: Season 1,8300000,1300000.0
2023-10-15,tv (english),10,the great british baking show,The Great British Baking Show: Collection 11,4300000,1300000.0
2023-10-15,tv (non-english),1,lupin,Lupin: Part 3,77900000,14100000.0
2023-10-15,tv (non-english),2,lupin,Lupin: Part 1,18700000,4700000.0
2023-10-15,tv (non-english),3,strong girl namsoon,Strong Girl Nam-soon: Limited Series,15800000,4400000.0
2023-10-15,tv (non-english),4,lupin,Lupin: Part 2,16100000,4300000.0
2023-10-15,tv (non-english),5,pact of silence,Pact of Silence: Season 1,43300000,3600000.0
2023-10-15,tv (non-english),6,stranded with my motherinlaw,Stranded with my Mother-in-Law: Season 1,6400000,1800000.0
2023-10-15,tv (non-english),7,dear child,Dear Child: Limited Series,8400000,1700000.0
2023-10-15,tv (non-english),8,destined with you,Destined with You: Limited Series,28900000,1700000.0
2023-10-15,tv (non-english),9,spy x family,SPY x FAMILY: Season 2,1200000,1500000.0
2023-10-15,tv (non-english),10,di4ries,DI4RIES: Season 2,4800000,1300000.0
2023-10-08,films (english),1,reptile,,45100000,19900000.0
2023-10-08,films (english),2,fair play,,24200000,12600000.0
2023-10-08,films (english),3,love is in the air,,10700000,7200000.0
2023-10-08,films (english),4,life of a king,,10600000,6300000.0
2023-10-08,films (english),5,infinite,,8600000,4900000.0
2023-10-08,films (english),6,mean girls,,7300000,4500000.0
2023-10-08,films (english),7,spy kids armageddon,,7100000,4300000.0
2023-10-08,films (english),8,last vegas,,7200000,4100000.0
2023-10-08,films (english),9,identity thief,,7300000,3900000.0
2023-10-08,films (english),10,the black book,,7700000,3700000.0
2023-10-08,films (non-english),1,nowhere,,54400000,29900000.0
2023-10-08,films (non-english),2,forgotten love,,24500000,10500000.0
2023-10-08,films (non-english),3,ballerina,,15800000,10100000.0
2023-10-08,films (non-english),4,overhaul,,8400000,5000000.0
2023-10-08,films (non-english),5,khufiya,,13200000,5000000.0
2023-10-08,films (non-english),6,ice cold murder coffee and jessica wongso,,3800000,2700000.0
2023-10-08,films (non-english),7,omg 2,,6200000,2400000.0
2023-10-08,films (non-english),8,street flow 2,,3400000,2100000.0
2023-10-08,films (non-english),9,jaane jaan,,4400000,1900000.0
2023-10-08,films (non-english),10,a deadly invitation,,2700000,1700000.0
2023-10-08,tv (english),1,beckham,Beckham: Limited Series,58800000,12400000.0
2023-10-08,tv (english),2,sex education,Sex Education: Season 4,53800000,6600000.0
2023-10-08,tv (english),3,love is blind,Love Is Blind: Season 5,32600000,3700000.0
2023-10-08,tv (english),4,one piece,ONE PIECE: Season 1,18800000,2500000.0
2023-10-08,tv (english),5,encounters,Encounters: Season 1,6800000,2000000.0
2023-10-08,tv (english),6,virgin river,Virgin River: Season 5,15200000,2000000.0
2023-10-08,tv (english),7,castlevania nocturne,Castlevania: Nocturne: Season 1,6800000,1800000.0
2023-10-08,tv (english),8,murdaugh murders a southern scandal,Murdaugh Murders: A Southern Scandal: Season 2,3200000,1800000.0
2023-10-08,tv (english),9,who killed jill dando,Who Killed Jill Dando?: Season 1,3800000,1600000.0
2023-10-08,tv (english),10,the great british baking show,The Great British Baking Show: Collection 11,3500000,1600000.0
2023-10-08,tv (non-english),1,lupin,Lupin: Part 3,63900000,11600000.0
2023-10-08,tv (non-english),2,lupin,Lupin: Part 1,13900000,3500000.0
2023-10-08,tv (non-english),3,dear child,Dear Child: Limited Series,14500000,3000000.0
2023-10-08,tv (non-english),4,lupin,Lupin: Part 2,10200000,2700000.0
2023-10-08,tv (non-english),5,strong girl namsoon,Strong Girl Nam-soon: Limited Series,2500000,1600000.0
2023-10-08,tv (non-english),6,the devils plan,The Devil's Plan: Season 1,14700000,1500000.0
2023-10-08,tv (non-english),7,destined with you,Destined with You: Limited Series,22500000,1500000.0
2023-10-08,tv (non-english),8,burning body,Burning Body: Limited Series,8700000,1300000.0
2023-10-08,tv (non-english),9,song of the bandits,Song of the Bandits: Season 1,8600000,1000000.0
2023-10-08,tv (non-english),10,thursdays widows,Thursday's Widows: Limited Series,4400000,1000000.0
2023-10-01,films (english),1,reptile,,40200000,17700000.0
2023-10-01,films (english),2,love is in the air,,17300000,11700000.0
2023-10-01,films (english),3,the black book,,23100000,11200000.0
2023-10-01,films (english),4,spy kids armageddon,,14700000,9000000.0
2023-10-01,films (english),5,the croods a new age,,14100000,8900000.0
2023-10-01,films (english),6,love at first sight,,11400000,7500000.0
2023-10-01,films (english),7,accused,,4900000,3300000.0
2023-10-01,films (english),8,the machine,,5700000,3100000.0
2023-10-01,films (english),9,in time,,5400000,3000000.0
2023-10-01,films (english),10,force of nature,,4500000,2700000.0
2023-10-01,films (non-english),1,nowhere,,43200000,23800000.0
2023-10-01,films (non-english),2,forgotten love,,27800000,11900000.0
2023-10-01,films (non-english),3,overhaul,,14100000,8500000.0
2023-10-01,films (non-english),4,jaane jaan,,14800000,6400000.0
2023-10-01,films (non-english),5,street flow 2,,6600000,4000000.0
2023-10-01,films (non-english),6,ice cold murder coffee and jessica wongso,,3000000,2100000.0
2023-10-01,films (non-english),7,gandeevadhari arjuna,,3900000,1700000.0
2023-10-01,films (non-english),8,do not disturb,,2600000,1400000.0
2023-10-01,films (non-english),9,ehrengard the art of seduction,,2100000,1300000.0
2023-10-01,films (non-english),10,once upon a crime,,2200000,1200000.0
2023-10-01,tv (english),1,sex education,Sex Education: Season 4,108400000,13400000.0
2023-10-01,tv (english),2,who killed jill dando,Who Killed Jill Dando?: Season 1,12800000,5500000.0
2023-10-01,tv (english),3,love is blind,Love Is Blind: Season 5,36200000,5300000.0
2023-10-01,tv (english),4,murdaugh murders a southern scandal,Murdaugh Murders: A Southern Scandal: Season 2,8000000,4500000.0
2023-10-01,tv (english),5,encounters,Encounters: Season 1,14900000,4400000.0
2023-10-01,tv (english),6,one piece,ONE PIECE: Season 1,28400000,3800000.0
2023-10-01,tv (english),7,virgin river,Virgin River: Season 5,22600000,3000000.0
2023-10-01,tv (english),8,castlevania nocturne,Castlevania: Nocturne: Season 1,9800000,2600000.0
2023-10-01,tv (english),9,sex education,Sex Education: Season 1,12800000,1900000.0
2023-10-01,tv (english),10,the pacific,,15300000,1700000.0
2023-10-01,tv (non-english),1,dear child,Dear Child: Limited Series,25600000,5300000.0
2023-10-01,tv (non-english),2,song of the bandits,Song of the Bandits: Season 1,22700000,2600000.0
2023-10-01,tv (non-english),3,the devils plan,The Devil's Plan: Season 1,10000000,2300000.0
2023-10-01,tv (non-english),4,burning body,Burning Body: Limited Series,14300000,2200000.0
2023-10-01,tv (non-english),5,kengan ashura,KENGAN ASHURA: Season 2,9700000,1900000.0
2023-10-01,tv (non-english),6,thursdays widows,Thursday's Widows: Limited Series,8100000,1800000.0
2023-10-01,tv (non-english),7,destined with you,Destined with You: Limited Series,20200000,1500000.0
2023-10-01,tv (non-english),8,a time called you,A Time Called You: Limited Series,11900000,1000000.0
2023-10-01,tv (non-english),9,behind your touch,Behind Your Touch: Limited Series,15700000,900000.0
2023-10-01,tv (non-english),10,class act,Class Act: Season 1,5200000,800000.0
2023-09-24,films (english),1,love at first sight,,23000000,15200000.0
2023-09-24,films (english),2,spy kids armageddon,,11000000,6700000.0
2023-09-24,films (english),3,in time,,10400000,5700000.0
2023-09-24,films (english),4,the black book,,11600000,5600000.0
2023-09-24,films (english),5,the croods a new age,,8700000,5500000.0
2023-09-24,films (english),6,the wolf of wall street,,9700000,3200000.0
2023-09-24,films (english),7,the deep house,,4000000,2900000.0
2023-09-24,films (english),8,crawl,,4200000,2900000.0
2023-09-24,films (english),9,mothers day,,5100000,2600000.0
2023-09-24,films (english),10,you are so not invited to my bat mitzvah,,4300000,2500000.0
2023-09-24,films (non-english),1,jaane jaan,,18800000,8100000.0
2023-09-24,films (non-english),2,ehrengard the art of seduction,,6000000,3800000.0
2023-09-24,films (non-english),3,once upon a crime,,6300000,3500000.0
2023-09-24,films (non-english),4,rosa perals tapes,,2700000,2000000.0
2023-09-24,films (non-english),5,freestyle,,2600000,1800000.0
2023-09-24,films (non-english),6,el conde,,2600000,1400000.0
2023-09-24,films (non-english),7,how to deal with a heartbreak,,1900000,1100000.0
2023-09-24,films (non-english),8,bhola shankar hindi,,2300000,900000.0
2023-09-24,films (non-english),9,bhola shankar,,2300000,900000.0
2023-09-24,films (non-english),10,the great seduction,,1300000,800000.0
2023-09-24,tv (english),1,sex education,Sex Education: Season 4,97600000,12000000.0
2023-09-24,tv (english),2,murdaugh murders a southern scandal,Murdaugh Murders: A Southern Scandal: Season 2,13600000,7600000.0
2023-09-24,tv (english),3,one piece,ONE PIECE: Season 1,46600000,6200000.0
2023-09-24,tv (english),4,virgin river,Virgin River: Season 5,37700000,4900000.0
2023-09-24,tv (english),5,inside the worlds toughest prisons,Inside the Worlds Toughest Prisons: Season 7,12300000,4000000.0
2023-09-24,tv (english),6,surviving summer,Surviving Summer: Season 2,12800000,3400000.0
2023-09-24,tv (english),7,love is blind,Love Is Blind: Season 5,11900000,3000000.0
2023-09-24,tv (english),8,kountry wayne a womans prayer,,2600000,2600000.0
2023-09-24,tv (english),9,the pacific,,21500000,2400000.0
2023-09-24,tv (english),10,murdaugh murders a southern scandal,Murdaugh Murders: A Southern Scandal: Season 1,5700000,2400000.0
2023-09-24,tv (non-english),1,dear child,Dear Child: Limited Series,50200000,10400000.0
2023-09-24,tv (non-english),2,burning body,Burning Body: Limited Series,24500000,3700000.0
2023-09-24,tv (non-english),3,thursdays widows,Thursday's Widows: Limited Series,16400000,3700000.0
2023-09-24,tv (non-english),4,kengan ashura,KENGAN ASHURA: Season 2,11700000,2300000.0
2023-09-24,tv (non-english),5,destined with you,Destined with You: Limited Series,18900000,1700000.0
2023-09-24,tv (non-english),6,song of the bandits,Song of the Bandits: Season 1,14900000,1700000.0
2023-09-24,tv (non-english),7,a time called you,A Time Called You: Limited Series,19700000,1600000.0
2023-09-24,tv (non-english),8,class act,Class Act: Season 1,9300000,1500000.0
2023-09-24,tv (non-english),9,ragnarok,Ragnarok: Season 3,5100000,1200000.0
2023-09-24,tv (non-english),10,infamy,Infamy: Season 1,7000000,1100000.0
2023-09-17,films (english),1,love at first sight,,21400000,14100000.0
2023-09-17,films (english),2,you are so not invited to my bat mitzvah,,7400000,4300000.0
2023-09-17,films (english),3,woody woodpecker,,5300000,3500000.0
2023-09-17,films (english),4,dr seuss the grinch,,4900000,3400000.0
2023-09-17,films (english),5,fifty shades freed,,5900000,3400000.0
2023-09-17,films (english),6,the croods,,5200000,3200000.0
2023-09-17,films (english),7,all my life,,4600000,3000000.0
2023-09-17,films (english),8,leatherface,,4300000,2900000.0
2023-09-17,films (english),9,the boss baby,,4600000,2800000.0
2023-09-17,films (english),10,jack reacher never go back,,5200000,2600000.0
2023-09-17,films (non-english),1,once upon a crime,,9600000,5400000.0
2023-09-17,films (non-english),2,ehrengard the art of seduction,,6800000,4300000.0
2023-09-17,films (non-english),3,rosa perals tapes,,5400000,4000000.0
2023-09-17,films (non-english),4,freestyle,,2700000,1800000.0
2023-09-17,films (non-english),5,a day and a half,,2500000,1600000.0
2023-09-17,films (non-english),6,the great seduction,,2100000,1300000.0
2023-09-17,films (non-english),7,el conde,,2200000,1200000.0
2023-09-17,films (non-english),8,ramabanam,,2100000,900000.0
2023-09-17,films (non-english),9,happy ending,,1400000,900000.0
2023-09-17,films (non-english),10,bhola shankar,,2300000,900000.0
2023-09-17,tv (english),1,one piece,ONE PIECE: Season 1,75500000,10000000.0
2023-09-17,tv (english),2,virgin river,Virgin River: Season 5,73200000,9600000.0
2023-09-17,tv (english),3,who is erin carter,Who is Erin Carter?: Limited Series,22000000,3800000.0
2023-09-17,tv (english),4,top boy,Top Boy: Season 3,18600000,3700000.0
2023-09-17,tv (english),5,selling the oc,Selling The OC: Season 2,12300000,2700000.0
2023-09-17,tv (english),6,spy ops,Spy Ops: Season 1,15900000,2600000.0
2023-09-17,tv (english),7,surviving summer,Surviving Summer: Season 2,8000000,2100000.0
2023-09-17,tv (english),8,glow up,Glow Up: Season 5,13600000,2100000.0
2023-09-17,tv (english),9,inside the worlds toughest prisons,Inside the Worlds Toughest Prisons: Season 7,5400000,1800000.0
2023-09-17,tv (english),10,predators,Predators: Season 1,6500000,1700000.0
2023-09-17,tv (non-english),1,dear child,Dear Child: Limited Series,74000000,15400000.0
2023-09-17,tv (non-english),2,burning body,Burning Body: Limited Series,43900000,6700000.0
2023-09-17,tv (non-english),3,thursdays widows,Thursday's Widows: Limited Series,15700000,3500000.0
2023-09-17,tv (non-english),4,a time called you,A Time Called You: Limited Series,36500000,3000000.0
2023-09-17,tv (non-english),5,destined with you,Destined with You: Limited Series,18200000,2000000.0
2023-09-17,tv (non-english),6,ragnarok,Ragnarok: Season 3,8100000,1800000.0
2023-09-17,tv (non-english),7,gangs of oslo,Gangs of Oslo: Season 1,7700000,1600000.0
2023-09-17,tv (non-english),8,class act,Class Act: Season 1,8900000,1400000.0
2023-09-17,tv (non-english),9,infamy,Infamy: Season 1,7800000,1200000.0
2023-09-17,tv (non-english),10,reporting for duty,Reporting for Duty: Season 1,4400000,1200000.0
2023-09-10,films (english),1,you are so not invited to my bat mitzvah,,15300000,8800000.0
2023-09-10,films (english),2,choose love,,9000000,7000000.0
2023-09-10,films (english),3,the croods,,6800000,4200000.0
2023-09-10,films (english),4,dr seuss the grinch,,5900000,4100000.0
2023-09-10,films (english),5,the boss baby,,6400000,3900000.0
2023-09-10,films (english),6,snitch,,6900000,3900000.0
2023-09-10,films (english),7,love again,,6600000,3800000.0
2023-09-10,films (english),8,jack reacher never go back,,7400000,3800000.0
2023-09-10,films (english),9,heart of stone,,7300000,3500000.0
2023-09-10,films (english),10,jack reacher,,7500000,3500000.0
2023-09-10,films (non-english),1,a day and a half,,10400000,6500000.0
2023-09-10,films (non-english),2,the great seduction,,5800000,3600000.0
2023-09-10,films (non-english),3,happy ending,,5300000,3400000.0
2023-09-10,films (non-english),4,rosa perals tapes,,2000000,1500000.0
2023-09-10,films (non-english),5,friday night plan,,2300000,1300000.0
